[1/4] Creating LuaState...
[2/4] Opening standard library...
[3/4] Loading source (parse + compile)...
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=1 r1=0 r2=1 freereg=2 nactvar=0 line=7
[cg_emit_eq] e1=NonReloc info=12 e2=NonReloc info=13 r1=12 r2=13 freereg=14 nactvar=12 line=29
[cg_emit_eq] e1=NonReloc info=16 e2=NonReloc info=17 r1=16 r2=17 freereg=18 nactvar=15 line=53
[cg_emit_eq] e1=NonReloc info=16 e2=KInt info=0 r1=16 r2=254 freereg=17 nactvar=15 line=54
[cg_emit_eq] e1=NonReloc info=16 e2=NonReloc info=17 r1=16 r2=17 freereg=18 nactvar=15 line=55
[cg_emit_eq] e1=NonReloc info=16 e2=NonReloc info=17 r1=16 r2=17 freereg=18 nactvar=15 line=57
[cg_emit_eq] e1=NonReloc info=16 e2=NonReloc info=17 r1=16 r2=17 freereg=18 nactvar=15 line=58
[cg_emit_eq] e1=NonReloc info=16 e2=NonReloc info=17 r1=16 r2=17 freereg=18 nactvar=15 line=59
[cg_emit_eq] e1=NonReloc info=16 e2=NonReloc info=17 r1=16 r2=17 freereg=18 nactvar=15 line=61
[cg_emit_eq] e1=NonReloc info=16 e2=NonReloc info=17 r1=16 r2=17 freereg=18 nactvar=15 line=62
[cg_emit_eq] e1=NonReloc info=16 e2=NonReloc info=17 r1=16 r2=17 freereg=18 nactvar=15 line=63
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=19 r1=21 r2=19 freereg=22 nactvar=20 line=69
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=22 r1=21 r2=22 freereg=23 nactvar=20 line=70
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=22 r1=21 r2=22 freereg=23 nactvar=20 line=71
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=19 r1=21 r2=19 freereg=22 nactvar=20 line=75
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=22 r1=21 r2=22 freereg=23 nactvar=20 line=76
[cg_emit_eq] e1=NonReloc info=21 e2=NonReloc info=22 r1=21 r2=22 freereg=23 nactvar=20 line=77
