[1/4] Creating LuaState...
[2/4] Opening standard library...
[3/4] Loading source (parse + compile)...
[cg_emit_eq] e1=NonReloc info=0 e2=NonReloc info=1 r1=0 r2=1 freereg=2 nactvar=0 line=7
[cg_emit_eq] e1=NonReloc info=2 e2=KInt info=0 r1=2 r2=128 freereg=5 nactvar=4 line=29
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=127 freereg=5 nactvar=4 line=29
[cg_emit_eq] e1=NonReloc info=2 e2=KInt info=0 r1=2 r2=128 freereg=5 nactvar=4 line=31
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=127 freereg=5 nactvar=4 line=31
[cg_emit_eq] e1=NonReloc info=2 e2=KInt info=0 r1=2 r2=128 freereg=5 nactvar=4 line=33
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=128 freereg=5 nactvar=4 line=33
[cg_emit_eq] e1=NonReloc info=2 e2=KInt info=0 r1=2 r2=132 freereg=5 nactvar=4 line=35
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=134 freereg=5 nactvar=4 line=35
[cg_emit_eq] e1=NonReloc info=2 e2=KInt info=0 r1=2 r2=136 freereg=5 nactvar=4 line=37
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=138 freereg=5 nactvar=4 line=37
[cg_emit_eq] e1=NonReloc info=2 e2=KInt info=0 r1=2 r2=136 freereg=5 nactvar=4 line=39
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=138 freereg=5 nactvar=4 line=39
[cg_emit_eq] e1=NonReloc info=2 e2=KInt info=0 r1=2 r2=138 freereg=5 nactvar=4 line=41
[cg_emit_eq] e1=NonReloc info=3 e2=KInt info=0 r1=3 r2=138 freereg=5 nactvar=4 line=41
[cg_emit_eq] e1=NonReloc info=5 e2=KInt info=0 r1=5 r2=131 freereg=6 nactvar=4 line=44
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=47
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=48
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=49
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=51
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=52
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=55
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=56
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=57
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=59
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=60
[cg_emit_eq] e1=NonReloc info=5 e2=NonReloc info=6 r1=5 r2=6 freereg=7 nactvar=4 line=62
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=78
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=79
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=80
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=81
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=82
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=83
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=84
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=87
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=88
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=89
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=90
[cg_emit_eq] e1=NonReloc info=6 e2=NonReloc info=7 r1=6 r2=7 freereg=8 nactvar=5 line=93
